Show,Platform,Week Ending,Minutes (Millions)
SHADOW AND BONE,NETFLIX,"May. 16, 2021",294
SHADOW AND BONE,NETFLIX,"May. 23, 2021",199
SHADOW AND BONE,NETFLIX,"Mar. 19, 2023","1,143"
SHADOW AND BONE,NETFLIX,"Mar. 26, 2023","1,034"
SHADOW AND BONE,NETFLIX,"Apr. 2, 2023",519
SHADOW AND BONE,NETFLIX,"Apr. 9, 2023",389
SHARKDOG,NETFLIX,"Sep. 12, 2021",238
SOPHIE: A MURDER IN THE WEST,NETFLIX,"Jul. 4, 2021",206
SQUID GAME,NETFLIX,"Sep. 26, 2021","1,910"
SQUID GAME,NETFLIX,"Oct. 3, 2021","3,260"
SQUID GAME,NETFLIX,"Oct. 10, 2021","3,021"
SQUID GAME,NETFLIX,"Oct. 17, 2021","2,254"
SQUID GAME,NETFLIX,"Oct. 24, 2021","1,682"
SQUID GAME,NETFLIX,"Oct. 31, 2021","1,020"
SQUID GAME,NETFLIX,"Nov. 7, 2021",673
SQUID GAME,NETFLIX,"Nov. 14, 2021",426
SWEET TOOTH,NETFLIX,"Jun. 6, 2021",794
SWEET TOOTH,NETFLIX,"Jun. 13, 2021","1,434"
SWEET TOOTH,NETFLIX,"Jun. 20, 2021",626
SWEET TOOTH,NETFLIX,"Jun. 27, 2021",359
SWEET TOOTH,NETFLIX,"Jul. 4, 2021",256
SWEET TOOTH,NETFLIX,"Apr. 30, 2023",924
SWEET TOOTH,NETFLIX,"May. 7, 2023","1,068"
SWEET TOOTH,NETFLIX,"May. 14, 2023",575
SWEET TOOTH,NETFLIX,"May. 21, 2023",377
THE BOOK OF CASTAMAR,NETFLIX,"Jul. 18, 2021",291
THE BOSS BABY: BACK IN BUSINESS,NETFLIX,"Jul. 11, 2021",229
THE BOSS BABY: BACK IN BUSINESS,NETFLIX,"Jul. 18, 2021",188
THE CHAIR,NETFLIX,"Aug. 29, 2021",310
THE CIRCLE,NETFLIX,"Apr. 18, 2021",443
THE CIRCLE,NETFLIX,"Apr. 25, 2021",630
THE CIRCLE,NETFLIX,"May. 2, 2021",641
THE CIRCLE,NETFLIX,"May. 9, 2021",456
THE CIRCLE,NETFLIX,"May. 16, 2021",321
THE CIRCLE,NETFLIX,"Sep. 12, 2021",292
THE CIRCLE,NETFLIX,"Sep. 19, 2021",444
THE CIRCLE,NETFLIX,"Sep. 26, 2021",436
THE CIRCLE,NETFLIX,"Oct. 3, 2021",266
THE CIRCLE,NETFLIX,"May. 8, 2022",270
THE CIRCLE,NETFLIX,"May. 15, 2022",380
THE CIRCLE,NETFLIX,"May. 22, 2022",467
THE CIRCLE,NETFLIX,"May. 29, 2022",328
THE CIRCLE,NETFLIX,"Jan. 8, 2023",500
THE CIRCLE,NETFLIX,"Jan. 15, 2023",474
THE CIRCLE,NETFLIX,"Jan. 22, 2023",366
THE COOK OF CASTAMAR,NETFLIX,"Jul. 25, 2021",179
THE CREW,NETFLIX,"Feb. 21, 2021",556
THE CREW,NETFLIX,"Feb. 28, 2021",231
THE DEFEATED,NETFLIX,"Aug. 29, 2021",194
THE GREAT BRITSH BAKING SHOW,NETFLIX,"Feb. 14, 2021",284
THE IRREGULARS,NETFLIX,"Mar. 28, 2021",424
THE IRREGULARS,NETFLIX,"Apr. 4, 2021",643
THE IRREGULARS,NETFLIX,"Apr. 11, 2021",270
THE KOMINSKY METHOD,NETFLIX,"May. 30, 2021",495
THE KOMINSKY METHOD,NETFLIX,"Jun. 6, 2021",507
THE KOMINSKY METHOD,NETFLIX,"Jun. 13, 2021",235
THE LOST PIRATE KINGDOM,NETFLIX,"Mar. 21, 2021",316
THE MOVIES THAT MADE US,NETFLIX,"Jul. 25, 2021",165
THE MOVIES THAT MADE US,NETFLIX,"Aug. 1, 2021",272
THE NIGHT STALKER,NETFLIX,"Jan. 17, 2021",867
THE NIGHT STALKER,NETFLIX,"Jan. 24, 2021",727
THE NIGHT STALKER,NETFLIX,"Jan. 31, 2021",321
THE ONE,NETFLIX,"Mar. 14, 2021",186
THE ONE,NETFLIX,"Mar. 21, 2021",405
THE ONE,NETFLIX,"Mar. 28, 2021",217
THE QUEEN OF FLOW,NETFLIX,"Nov. 28, 2021",480
THE QUEEN OF FLOW,NETFLIX,"Dec. 5, 2021",377
THE QUEEN OF FLOW,NETFLIX,"Dec. 12, 2021",324
THE QUEEN OF FLOW,NETFLIX,"Dec. 19, 2021",218
THE SERPENT,NETFLIX,"Apr. 4, 2021",161
THE SERPENT,NETFLIX,"Apr. 11, 2021",406
THE SERPENT,NETFLIX,"Apr. 18, 2021",226
THE SERPENT,NETFLIX,"Apr. 25, 2021",200
THE SEVEN DEADLY SINS,NETFLIX,"Jul. 4, 2021",255
THE SNITCH CARTEL: ORIGINS,NETFLIX,"Aug. 8, 2021",227
THE SNITCH CARTEL: ORIGINS,NETFLIX,"Aug. 15, 2021",243
THE SONS OF SAM,NETFLIX,"May. 9, 2021",461
THE SONS OF SAM,NETFLIX,"May. 16, 2021",278
THE UNDERGROUND RAILROAD,NETFLIX,"May. 23, 2021",289
THE UPSHAWS,NETFLIX,"May. 16, 2021",560
THE UPSHAWS,NETFLIX,"May. 23, 2021",357
THE UPSHAWS,NETFLIX,"May. 30, 2021",165
THE UPSHAWS,NETFLIX,"Jul. 3, 2022",444
THE UPSHAWS,NETFLIX,"Jul. 10, 2022",289
THE UPSHAWS,NETFLIX,"Aug. 20, 2023",321
THIS IS A ROBBERY,NETFLIX,"Apr. 11, 2021",355
THIS IS A ROBBERY,NETFLIX,"Apr. 18, 2021",315
TOO HOT TO HANDLE,NETFLIX,"Jun. 27, 2021",190
TOO HOT TO HANDLE,NETFLIX,"Jul. 4, 2021",395
TOO HOT TO HANDLE,NETFLIX,"Jul. 11, 2021",306
TOO HOT TO HANDLE,NETFLIX,"Jan. 23, 2022",332
TOO HOT TO HANDLE,NETFLIX,"Jan. 30, 2022",309
TOO HOT TO HANDLE,NETFLIX,"Dec. 18, 2022",425
TOO HOT TO HANDLE,NETFLIX,"Jul. 23, 2023",350
TOP SECRET UFO PROJECTS,NETFLIX,"Aug. 8, 2021",288
TRUE STORY,NETFLIX,"Nov. 28, 2021",943
TRUE STORY,NETFLIX,"Dec. 5, 2021",607
TRUE STORY,NETFLIX,"Dec. 12, 2021",255
TURNING POINT: 9/11,NETFLIX,"Sep. 5, 2021",447
TURNING POINT: 9/11,NETFLIX,"Sep. 12, 2021",691
TURNING POINT: 9/11,NETFLIX,"Sep. 19, 2021",268
TWENTYSOMETHINGS: AUSTIN,NETFLIX,"Dec. 19, 2021",185
VANISHING AT THE CECIL HOTEL,NETFLIX,"Feb. 14, 2021","1,286"
VANISHING AT THE CECIL HOTEL,NETFLIX,"Feb. 21, 2021",806
VANISHING AT THE CECIL HOTEL,NETFLIX,"Feb. 28, 2021",281
WHO KILLED SARA,NETFLIX,"Mar. 28, 2021",363
WHO KILLED SARA,NETFLIX,"Apr. 4, 2021",553
WHO KILLED SARA,NETFLIX,"Apr. 11, 2021",360
WHO KILLED SARA,NETFLIX,"Apr. 18, 2021",213
WHO KILLED SARA,NETFLIX,"May. 23, 2021",500
WHO KILLED SARA,NETFLIX,"May. 30, 2021",396
WHO KILLED SARA,NETFLIX,"Jun. 6, 2021",206
WHO KILLED SARA,NETFLIX,"May. 22, 2022",348
WHO KILLED SARA,NETFLIX,"May. 29, 2022",308
WORKIN' MOMS,NETFLIX,"Jun. 20, 2021",418
WORKIN' MOMS,NETFLIX,"Jun. 27, 2021",394
WORKIN' MOMS,NETFLIX,"Jul. 4, 2021",247
WORKIN' MOMS,NETFLIX,"Jul. 11, 2021",200
WORKIN' MOMS,NETFLIX,"May. 15, 2022",512
WORKIN' MOMS,NETFLIX,"May. 22, 2022",410
WORKIN' MOMS,NETFLIX,"Jun. 5, 2022",215
WORKIN' MOMS,NETFLIX,"Apr. 30, 2023",645
WORKIN' MOMS,NETFLIX,"May. 7, 2023",579
RICKY STANICKY,AMAZON,"Mar. 10, 2024",500
ROLE PLAY,AMAZON,"Jan. 14, 2024",284
ROLE PLAY,AMAZON,"Jan. 21, 2024",301
THE UNDERDOGS,AMAZON,"Feb. 4, 2024",263
KILLERS OF THE FLOWER MOON,APPLE TV+,"Jan. 14, 2024",304
KILLERS OF THE FLOWER MOON,APPLE TV+,"Jan. 21, 2024",440
KILLERS OF THE FLOWER MOON,APPLE TV+,"Jan. 28, 2024",382
THE MARVELS,DISNEY+,"Feb. 11, 2024",558
THE MARVELS,DISNEY+,"Feb. 18, 2024",337
AQUAMAN,MAX/NET,"Jan. 7, 2024",955
AQUAMAN AND THE LOST KINGDOM,MAX,"Mar. 3, 2024",685
AQUAMAN AND THE LOST KINGDOM,MAX,"Mar. 10, 2024",351
THOSE WHO WISH ME DEAD,MAX/NET,"Jan. 7, 2024",685
WONKA,MAX,"Mar. 10, 2024",482
MADE IN ITALY,HULU/NET,"Feb. 11, 2024",323
POOR THINGS,HULU,"Mar. 10, 2024",318
AMERICAN ASSASSIN,NETFLIX,"Feb. 11, 2024",515
AMERICAN ASSASSIN,NETFLIX,"Feb. 18, 2024",274
AQUAMAN,MAX/NET,"Jan. 7, 2024",955
CODE 8,NETFLIX,"Mar. 3, 2024",214
CODE 8: PART II,NETFLIX,"Mar. 3, 2024",438
DAMSEL,NETFLIX,"Mar. 10, 2024","1,209"
DUMB MONEY,NETFLIX,"Jan. 28, 2024",300
JOHN WICK,NETFLIX,"Jan. 7, 2024",571
JOHN WICK: CHAPTER 2,NETFLIX,"Jan. 7, 2024",474
LIFT,NETFLIX,"Jan. 14, 2024",872
LIFT,NETFLIX,"Jan. 21, 2024","1,041"
LIFT,NETFLIX,"Jan. 28, 2024",423
"LOVER, STALKER, KILLER",NETFLIX,"Feb. 11, 2024",303
"LOVER, STALKER, KILLER",NETFLIX,"Feb. 18, 2024",470
MEA CULPA,NETFLIX,"Feb. 25, 2024",693
MEA CULPA,NETFLIX,"Mar. 3, 2024",550
ORION AND THE DARK,NETFLIX,"Feb. 4, 2024",309
ORION AND THE DARK,NETFLIX,"Feb. 11, 2024",389
ORION AND THE DARK,NETFLIX,"Feb. 18, 2024",250
PACIFIC RIM,NETFLIX,"Feb. 4, 2024",246
PLAYERS,NETFLIX,"Feb. 18, 2024",360
PLAYERS,NETFLIX,"Feb. 25, 2024",222
QUEEN BEES,NETFLIX,"Jan. 21, 2024",263
QUEEN BEES,NETFLIX,"Jan. 28, 2024",205
QUEENPINS,NETFLIX,"Jan. 21, 2024",428
QUEENPINS,NETFLIX,"Jan. 28, 2024",336
READY PLAYER ONE,NETFLIX,"Feb. 11, 2024",292
"RUBY GILLMAN, TEENAGE KRAKEN",NETFLIX,"Feb. 25, 2024",598
"RUBY GILLMAN, TEENAGE KRAKEN",NETFLIX,"Mar. 3, 2024",400
SERAPHIM FALLS,NETFLIX,"Feb. 11, 2024",233
SERAPHIM FALLS,NETFLIX,"Feb. 18, 2024",216
SOCIETY OF THE SNOW,NETFLIX,"Jan. 7, 2024",595
SOCIETY OF THE SNOW,NETFLIX,"Jan. 14, 2024",618
SOCIETY OF THE SNOW,NETFLIX,"Jan. 21, 2024",251
SPACEMAN,NETFLIX,"Mar. 3, 2024",300
SPACEMAN,NETFLIX,"Mar. 10, 2024",318
THANKSGIVING,NETFLIX,"Feb. 25, 2024",348
THE ABYSS,NETFLIX,"Feb. 25, 2024",529
THE EQUALIZER 3,NETFLIX,"Jan. 7, 2024","1,019"
THE EQUALIZER 3,NETFLIX,"Jan. 14, 2024",487
THE EQUALIZER 3,NETFLIX,"Jan. 21, 2024",265
THE GREATEST NIGHT IN POP,NETFLIX,"Feb. 4, 2024",437
THE HILL,NETFLIX,"Jan. 28, 2024",736
THE HILL,NETFLIX,"Feb. 4, 2024",380
THE LEGEND OF TARZAN,NETFLIX,"Jan. 21, 2024",644
THE LEGEND OF TARZAN,NETFLIX,"Jan. 28, 2024",425
THE POSTCARD KILLINGS,NETFLIX,"Feb. 4, 2024",432
THE SINGLE MOMS CLUB,NETFLIX,"Jan. 14, 2024",447
THE VOW,NETFLIX,"Feb. 4, 2024",357
THE VOW,NETFLIX,"Feb. 11, 2024",228
THOSE WHO WISH ME DEAD,MAX/NET,"Jan. 7, 2024",685
OPPENHEIMER,PEACOCK,"Feb. 18, 2024",612
OPPENHEIMER,PEACOCK,"Feb. 25, 2024",487
MISSION IMPOSSIBLE: DEAD RECKON,PARAMOUNT+,"Jan. 28, 2024",295
MISSION IMPOSSIBLE: DEAD RECKON,PARAMOUNT+,"Feb. 4, 2024",314
AHSOKA,DISNEY+,"Aug. 27, 2023",829
AHSOKA,DISNEY+,"Sep. 3, 2023",487
AHSOKA,DISNEY+,"Sep. 10, 2023",459
AHSOKA,DISNEY+,"Sep. 17, 2023",577
AHSOKA,DISNEY+,"Sep. 24, 2023",570
AHSOKA,DISNEY+,"Oct. 1, 2023",572
AHSOKA,DISNEY+,"Oct. 8, 2023",575
ANDOR,DISNEY+,"Sep. 25, 2022",624
ANDOR,DISNEY+,"Oct. 2, 2022",485
ANDOR,DISNEY+,"Oct. 9, 2022",356
ANDOR,DISNEY+,"Oct. 16, 2022",405
ANDOR,DISNEY+,"Oct. 23, 2022",418
ANDOR,DISNEY+,"Oct. 30, 2022",385
ANDOR,DISNEY+,"Nov. 13, 2022",420
ANDOR,DISNEY+,"Nov. 20, 2022",455
ANDOR,DISNEY+,"Nov. 27, 2022",674
ECHO,HULU/DISNEY+,"Jan. 14, 2024",731
FALCON AND THE WINTER SOLDIER,DISNEY+,"Mar. 21, 2021",495
FALCON AND THE WINTER SOLDIER,DISNEY+,"Mar. 28, 2021",628
FALCON AND THE WINTER SOLDIER,DISNEY+,"Apr. 4, 2021",628
FALCON AND THE WINTER SOLDIER,DISNEY+,"Apr. 11, 2021",748
FALCON AND THE WINTER SOLDIER,DISNEY+,"Apr. 18, 2021",855
FALCON AND THE WINTER SOLDIER,DISNEY+,"Apr. 25, 2021",796
FALCON AND THE WINTER SOLDIER,DISNEY+,"May. 2, 2021",364
FALCON AND THE WINTER SOLDIER,DISNEY+,"May. 9, 2021",204
GOOSEBUMPS,HULU/DISNEY+,"Oct. 15, 2023",553
GOOSEBUMPS,HULU/DISNEY+,"Oct. 22, 2023",594
GOOSEBUMPS,HULU/DISNEY+,"Oct. 29, 2023",445
GOOSEBUMPS,HULU/DISNEY+,"Nov. 5, 2023",308
HAWKEYE,DISNEY+,"Nov. 28, 2021",853
HAWKEYE,DISNEY+,"Dec. 5, 2021",560
HAWKEYE,DISNEY+,"Dec. 12, 2021",527
HAWKEYE,DISNEY+,"Dec. 19, 2021",580
HAWKEYE,DISNEY+,"Dec. 26, 2021",938
HAWKEYE,DISNEY+,"Jan. 2, 2022",539
HAMILTON,DISNEY+,"Jul. 5, 2020","1,931"
LOKI,DISNEY+,"Jun. 13, 2021",731
LOKI,DISNEY+,"Jun. 20, 2021",886
LOKI,DISNEY+,"Jun. 27, 2021",713
LOKI,DISNEY+,"Jul. 4, 2021",813
LOKI,DISNEY+,"Jul. 11, 2021","1,080"
LOKI,DISNEY+,"Jul. 18, 2021","1,011"
LOKI,DISNEY+,"Jul. 25, 2021",386
LOKI,DISNEY+,"Aug. 1, 2021",180
LOKI,DISNEY+,"Oct. 8, 2023",446
LOKI,DISNEY+,"Oct. 15, 2023",588
LOKI,DISNEY+,"Oct. 22, 2023",525
LOKI,DISNEY+,"Oct. 29, 2023",514
LOKI,DISNEY+,"Nov. 5, 2023",560
LOKI,DISNEY+,"Nov. 12, 2023",753
LOKI,DISNEY+,"Nov. 19, 2023",440
LOKI,DISNEY+,"Nov. 26, 2023",262
MOON KNIGHT,DISNEY+,"Apr. 3, 2022",418
MOON KNIGHT,DISNEY+,"Apr. 10, 2022",608
MOON KNIGHT,DISNEY+,"Apr. 17, 2022",638
MOON KNIGHT,DISNEY+,"Apr. 24, 2022",630
MOON KNIGHT,DISNEY+,"May. 1, 2022",681
MOON KNIGHT,DISNEY+,"May. 8, 2022",715
MOON KNIGHT,DISNEY+,"May. 15, 2022",289
MS. MARVEL,DISNEY+,"Jun. 12, 2022",249
MS. MARVEL,DISNEY+,"Jul. 10, 2022",295
MS. MARVEL,DISNEY+,"Jul. 17, 2022",357
NATIONAL TREASURE: EDGE,DISNEY+,"Jan. 22, 2023",294
OBI-WAN KENOBI,DISNEY+,"May. 29, 2022","1,026"
OBI-WAN KENOBI,DISNEY+,"Jun. 5, 2022",958
OBI-WAN KENOBI,DISNEY+,"Jun. 12, 2022",682
OBI-WAN KENOBI,DISNEY+,"Jun. 19, 2022",733
OBI-WAN KENOBI,DISNEY+,"Jun. 26, 2022",860
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Dec. 24, 2023",572
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Dec. 31, 2023",700
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Jan. 7, 2024",627
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Jan. 14, 2024",618
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Jan. 21, 2024",529
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Jan. 28, 2024",530
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Feb. 4, 2024",575
PERCY JACKSON & THE OLYMPIANS,DISNEY+,"Feb. 11, 2024",227
SECRET INVASION,DISNEY+,"Jun. 25, 2023",461
SECRET INVASION,DISNEY+,"Jul. 2, 2023",464
SECRET INVASION,DISNEY+,"Jul. 9, 2023",426
SECRET INVASION,DISNEY+,"Jul. 16, 2023",347
SECRET INVASION,DISNEY+,"Jul. 23, 2023",411
SECRET INVASION,DISNEY+,"Jul. 30, 2023",421
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Aug. 28, 2022",390
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Sep. 4, 2022",472
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Sep. 11, 2022",493
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Sep. 18, 2022",403
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Oct. 2, 2022",396
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Oct. 9, 2022",454
SHE-HULK: ATTORNEY AT LAW,DISNEY+,"Oct. 16, 2022",526
STAR WARS: THE BAD BATCH,DISNEY+,"May. 9, 2021",251
THE BEATLES: GET BACK,DISNEY+,"Nov. 28, 2021",503
THE BEATLES: GET BACK,DISNEY+,"Dec. 5, 2021",408
THE BOOK OF BOBA FETT,DISNEY+,"Jan. 2, 2022",389
THE BOOK OF BOBA FETT,DISNEY+,"Jan. 9, 2022",563
THE BOOK OF BOBA FETT,DISNEY+,"Jan. 16, 2022",467
THE BOOK OF BOBA FETT,DISNEY+,"Jan. 23, 2022",580
THE BOOK OF BOBA FETT,DISNEY+,"Jan. 30, 2022",744
THE BOOK OF BOBA FETT,DISNEY+,"Feb. 6, 2022",776
THE BOOK OF BOBA FETT,DISNEY+,"Feb. 13, 2022",885
THE BOOK OF BOBA FETT,DISNEY+,"Feb. 20, 2022",339
THE BOOK OF BOBA FETT,DISNEY+,"Feb. 27, 2022",245
THE MANDALORIAN,DISNEY+,"Nov. 1, 2020","1,032"
THE MANDALORIAN,DISNEY+,"Nov. 8, 2020",955
THE MANDALORIAN,DISNEY+,"Nov. 15, 2020",873
THE MANDALORIAN,DISNEY+,"Nov. 22, 2020",939
THE MANDALORIAN,DISNEY+,"Nov. 29, 2020","1,210"
THE MANDALORIAN,DISNEY+,"Dec. 6, 2020",994
THE MANDALORIAN,DISNEY+,"Dec. 13, 2020","1,042"
THE MANDALORIAN,DISNEY+,"Dec. 20, 2020","1,336"
THE MANDALORIAN,DISNEY+,"Dec. 27, 2020","1,024"
THE MANDALORIAN,DISNEY+,"Jan. 3, 2021",707
THE MANDALORIAN,DISNEY+,"Jan. 10, 2021",411
THE MANDALORIAN,DISNEY+,"Jan. 17, 2021",339
THE MANDALORIAN,DISNEY+,"Mar. 5, 2023",823
THE MANDALORIAN,DISNEY+,"Mar. 12, 2023",889
THE MANDALORIAN,DISNEY+,"Mar. 19, 2023","1,115"
THE MANDALORIAN,DISNEY+,"Mar. 26, 2023",795
THE MANDALORIAN,DISNEY+,"Apr. 2, 2023",878
THE MANDALORIAN,DISNEY+,"Apr. 9, 2023","1,031"
THE MANDALORIAN,DISNEY+,"Apr. 16, 2023","1,025"
THE MANDALORIAN,DISNEY+,"Apr. 23, 2023","1,012"
THE MANDALORIAN,DISNEY+,"Apr. 30, 2023",498
THE MANDALORIAN,DISNEY+,"May. 7, 2023",319
THE SANTA CLAUSES,DISNEY+,"Nov. 27, 2022",372
THE SANTA CLAUSES,DISNEY+,"Dec. 4, 2022",349
THE SANTA CLAUSES,DISNEY+,"Dec. 11, 2022",331
THE SANTA CLAUSES,DISNEY+,"Dec. 18, 2022",392
THE SANTA CLAUSES,DISNEY+,"Dec. 25, 2022",487
THE SANTA CLAUSES,DISNEY+,"Nov. 26, 2023",408
THE SANTA CLAUSES,DISNEY+,"Dec. 3, 2023",276
THE SANTA CLAUSES,DISNEY+,"Dec. 10, 2023",279
WANDAVISION,DISNEY+,"Jan. 17, 2021",434
WANDAVISION,DISNEY+,"Jan. 24, 2021",376
WANDAVISION,DISNEY+,"Jan. 31, 2021",431
WANDAVISION,DISNEY+,"Feb. 7, 2021",589
WANDAVISION,DISNEY+,"Feb. 14, 2021",596
WANDAVISION,DISNEY+,"Feb. 21, 2021",720
WANDAVISION,DISNEY+,"Feb. 28, 2021",732
WANDAVISION,DISNEY+,"Mar. 7, 2021",924
WANDAVISION,DISNEY+,"Mar. 14, 2021",388
WANDAVISION,DISNEY+,"Mar. 21, 2021",252
WHAT IF?,DISNEY+,"Aug. 22, 2021",225
WHAT IF?,DISNEY+,"Aug. 29, 2021",233
WHAT IF?,DISNEY+,"Sep. 5, 2021",235
WHAT IF?,DISNEY+,"Sep. 12, 2021",258
WHAT IF?,DISNEY+,"Sep. 19, 2021",243
WHAT IF?,DISNEY+,"Oct. 3, 2021",223
WHAT IF?,DISNEY+,"Dec. 31, 2023",513
AMERICAN HORROR STORIES,HULU,"Oct. 29, 2023",327
CANDY,HULU,"May. 15, 2022",577
CANDY,HULU,"May. 22, 2022",359
DOPESICK,HULU,"Nov. 14, 2021",214
ECHO,HULU/DISNEY+,"Jan. 14, 2024",731
FUTURAMA,HULU,"Jul. 30, 2023",506
FUTURAMA,HULU,"Aug. 6, 2023",401
FUTURAMA,HULU,"Aug. 13, 2023",363
FUTURAMA,HULU,"Aug. 27, 2023",335
FUTURAMA,HULU,"Sep. 10, 2023",313
FUTURAMA,HULU,"Sep. 17, 2023",349
FUTURAMA,HULU,"Dec. 3, 2023",216
GOOSEBUMPS,HULU/DISNEY+,"Oct. 15, 2023",553
GOOSEBUMPS,HULU/DISNEY+,"Oct. 22, 2023",594
GOOSEBUMPS,HULU/DISNEY+,"Oct. 29, 2023",445
GOOSEBUMPS,HULU/DISNEY+,"Nov. 5, 2023",308
"HISTORY OF THE WORLD, PART 2",HULU,"Mar. 12, 2023",409
KINDRED,HULU,"Dec. 18, 2022",361
NINE PERFECT STRANGERS,HULU,"Aug. 22, 2021",420
NINE PERFECT STRANGERS,HULU,"Aug. 29, 2021",369
NINE PERFECT STRANGERS,HULU,"Sep. 5, 2021",320
NINE PERFECT STRANGERS,HULU,"Sep. 12, 2021",346
NINE PERFECT STRANGERS,HULU,"Sep. 19, 2021",297
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 5, 2021",444
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 12, 2021",334
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 19, 2021",311
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 26, 2021",299
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 3, 2021",263
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 10, 2021",248
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 17, 2021",317
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 24, 2021",386
ONLY MURDERS IN THE BUILDING,HULU,"Jul. 3, 2022",526
ONLY MURDERS IN THE BUILDING,HULU,"Jul. 10, 2022",256
ONLY MURDERS IN THE BUILDING,HULU,"Jul. 17, 2022",369
ONLY MURDERS IN THE BUILDING,HULU,"Jul. 24, 2022",372
ONLY MURDERS IN THE BUILDING,HULU,"Jul. 31, 2022",391
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 7, 2022",382
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 14, 2022",379
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 21, 2022",415
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 28, 2022",578
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 13, 2023",719
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 20, 2023",590
ONLY MURDERS IN THE BUILDING,HULU,"Aug. 27, 2023",559
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 3, 2023",460
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 10, 2023",470
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 17, 2023",456
ONLY MURDERS IN THE BUILDING,HULU,"Sep. 24, 2023",489
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 1, 2023",505
ONLY MURDERS IN THE BUILDING,HULU,"Oct. 8, 2023",563
PAM & TOMMY,HULU,"Feb. 6, 2022",312
SHOGUN,HULU,"Mar. 3, 2024",513
SHOGUN,HULU,"Mar. 10, 2024",382
SOLAR OPPOSITES,HULU,"Mar. 28, 2021",196
SOLAR OPPOSITES,HULU,"Apr. 4, 2021",171
SOLAR OPPOSITES,HULU,"Aug. 20, 2023",309
THE ACT,HULU,"Jan. 7, 2024",317
THE BEAR,HULU,"Jul. 3, 2022",349
THE BEAR,HULU,"Jun. 25, 2023",853
THE BEAR,HULU,"Jul. 2, 2023","1,010"
THE BEAR,HULU,"Jul. 9, 2023",791
THE BEAR,HULU,"Jul. 16, 2023",524
THE BEAR,HULU,"Jul. 23, 2023",374
THE BEAR,HULU,"Jan. 21, 2024",391
THE DROPOUT,HULU,"Mar. 6, 2022",255
THE DROPOUT,HULU,"Apr. 3, 2022",190
THE DROPOUT,HULU,"Apr. 10, 2022",232
THE HANDMAID'S TALE,HULU,"May. 2, 2021","1,039"
THE HANDMAID'S TALE,HULU,"May. 9, 2021",690
THE HANDMAID'S TALE,HULU,"May. 16, 2021",584
THE HANDMAID'S TALE,HULU,"May. 23, 2021",516
THE HANDMAID'S TALE,HULU,"May. 30, 2021",439
THE HANDMAID'S TALE,HULU,"Jun. 6, 2021",473
THE HANDMAID'S TALE,HULU,"Jun. 13, 2021",422
THE HANDMAID'S TALE,HULU,"Jun. 20, 2021",505
THE HANDMAID'S TALE,HULU,"Jun. 27, 2021",266
THE HANDMAID'S TALE,HULU,"Jul. 4, 2021",209
THE HANDMAID'S TALE,HULU,"Jul. 11, 2021",185
THE HANDMAID'S TALE,HULU,"Sep. 18, 2022",581
THE HANDMAID'S TALE,HULU,"Sep. 25, 2022",535
THE HANDMAID'S TALE,HULU,"Oct. 2, 2022",544
THE HANDMAID'S TALE,HULU,"Oct. 9, 2022",410
THE HANDMAID'S TALE,HULU,"Oct. 16, 2022",403
THE HANDMAID'S TALE,HULU,"Oct. 23, 2022",398
THE HANDMAID'S TALE,HULU,"Oct. 30, 2022",404
THE HANDMAID'S TALE,HULU,"Nov. 6, 2022",441
THE HANDMAID'S TALE,HULU,"Nov. 13, 2022",520
13 REASONS WHY,NETFLIX,"Jun. 14, 2020","1,719"
ALTERED CARBON,NETFLIX,"Mar. 15, 2020",425
AWAY (2020),NETFLIX,"Sep. 6, 2020",631
AWAY (2020),NETFLIX,"Sep. 13, 2020","1,366"
